Name,Likes,Activity,Local,Date,Hour,Weather
Jane,artistic_activities,Art Gallery Visit,Port Diane,2023-09-21,19:01,Windy
Alice,outdoor_activities,Farming Activities,Lake Jennifer,2023-09-18,07:04,Windy
Eve,home_activities,Video Games,New Keithborough,2023-09-30,20:54,Rainy
Charlie,sports_activities,Soccer,Shelbychester,2023-09-30,12:18,Snowy
Mallory,extreme_activities,Potluck Dinner,West Julia,2023-10-13,21:58,Windy
Doe,night_activities,Movie Watching,East Kathleenview,2023-09-20,11:53,Sunny
Charlie,sports_activities,Kite Flying,North Natalie,2023-10-08,11:53,Cloudy
John,physical_activities,Tennis,New Katherine,2023-09-22,07:39,Snowy
Eve,home_activities,Hot Spring Bath,Gardnerland,2023-09-21,19:50,Sunny
Jane,artistic_activities,Concert Attendance,Lake Melissa,2023-09-26,07:03,Sunny
Jane,artistic_activities,Hiking ,Walkerburgh,2023-09-25,00:20,Windy
Doe,night_activities,Movie Watching,East James,2023-09-25,01:38,Sunny
Alice,outdoor_activities,Sandcastle Building ,Thomasside,2023-09-27,15:40,Cloudy
Doe,night_activities,Stargazing,West Michaelfurt,2023-09-23,04:40,Cloudy
Jane,artistic_activities,Drawing ,Meganland,2023-09-18,07:55,Windy
Mallory,extreme_activities,Snowboarding ,Archerville,2023-09-22,18:04,Sunny
Bob,water_activities,Scuba Diving ,Port Davidborough,2023-09-28,14:00,Snowy
Charlie,sports_activities,Surfing,Ashleyside,2023-10-10,08:53,Cloudy
Alice,outdoor_activities,Kayaking,Jameshaven,2023-10-07,13:55,Cloudy
Mallory,extreme_activities,Hiking ,East Joanne,2023-10-02,00:38,Sunny
John,physical_activities,Walking the dog,West Dana,2023-10-10,02:29,Sunny
Jane,artistic_activities,Dance Class,East Richardstad,2023-09-21,08:32,Rainy
Mallory,extreme_activities,Snowboarding ,Richardfort,2023-10-15,13:09,Snowy
Charlie,sports_activities,Potluck Dinner,Mitchellside,2023-10-12,02:22,Snowy
Doe,night_activities,Stargazing,East Kellytown,2023-10-11,23:24,Windy
Bob,water_activities,Hiking ,Millermouth,2023-09-27,22:31,Sunny
Charlie,sports_activities,Kite Flying,Cervantesstad,2023-09-19,14:47,Rainy
John,physical_activities,Movie Watching,South Kelseyborough,2023-09-24,01:24,Snowy
Doe,night_activities,Movie Watching,Robertside,2023-09-28,11:42,Snowy
Eve,home_activities,Baking ,Carterberg,2023-09-28,12:59,Sunny
Jane,artistic_activities,Meditation Retreat ,Port Andrewstad,2023-10-05,17:58,Rainy
Alice,outdoor_activities,Archery ,Yangchester,2023-10-01,09:47,Cloudy
Jane,artistic_activities,Dance Class,Taylorland,2023-09-27,11:57,Sunny
Charlie,sports_activities,Snowboarding ,Beanville,2023-10-08,06:15,Rainy
Doe,night_activities,Walking the dog,Port Matthew,2023-09-18,09:55,Cloudy
Alice,outdoor_activities,Beach Volleyball,North Mike,2023-09-18,12:33,Sunny
Charlie,sports_activities,Walking the dog,Schmittton,2023-09-28,01:51,Cloudy
John,physical_activities,Potluck Dinner,New Patrickborough,2023-10-03,23:57,Snowy
Doe,night_activities,Potluck Dinner,South Jimmy,2023-09-28,04:34,Snowy
Eve,home_activities,Stargazing,New Tiffanytown,2023-10-03,01:26,Windy
Alice,outdoor_activities,Video Games,Raymondborough,2023-09-22,19:13,Cloudy
Mallory,extreme_activities,Kite Flying,East Anthonyshire,2023-09-18,13:45,Snowy
Jane,artistic_activities,Music Class,Nelsonborough,2023-09-17,11:12,Snowy
Eve,home_activities,Hot Spring Bath,South Ashleyborough,2023-09-30,09:13,Cloudy
Jane,artistic_activities,Potluck Dinner,Martinezview,2023-10-07,02:18,Snowy
Alice,outdoor_activities,Potluck Dinner,Pamelaton,2023-10-02,03:40,Windy
Jane,artistic_activities,Potluck Dinner,Pamelaberg,2023-09-27,21:44,Sunny
Alice,outdoor_activities,Walking the dog,West Jacobland,2023-09-20,16:43,Cloudy
Jane,artistic_activities,Comedy Show Attendance,Julialand,2023-09-28,06:54,Sunny
Eve,home_activities,Farming Activities,Lake Ericberg,2023-09-23,12:31,Sunny
Doe,night_activities,Walking the dog,Patriciaburgh,2023-10-10,02:33,Sunny
John,physical_activities,Movie Watching,Allentown,2023-10-14,00:44,Windy
Doe,night_activities,Stargazing,North Megan,2023-09-28,08:00,Windy
Doe,night_activities,Stargazing,Deborahville,2023-09-28,06:06,Rainy
Mallory,extreme_activities,Stargazing,Lake Cynthiaborough,2023-10-02,03:59,Rainy
Jane,artistic_activities,Writing,South Hectorburgh,2023-10-10,06:26,Cloudy
Bob,water_activities,Snorkeling,West Mariatown,2023-10-01,10:07,Cloudy
Doe,night_activities,Walking the dog,Port Kimberly,2023-10-05,07:40,Sunny
Doe,night_activities,Hiking ,Soniastad,2023-09-19,09:59,Sunny
Jane,artistic_activities,Writing,Mosleyburgh,2023-09-28,11:12,Cloudy
Eve,home_activities,Movie Watching,Lake Tracey,2023-09-21,01:24,Windy
Jane,artistic_activities,Dance Class,Ebonyburgh,2023-09-18,08:17,Rainy
Doe,night_activities,Stargazing,Josephport,2023-10-11,01:08,Snowy
Charlie,sports_activities,Scuba Diving ,Williamside,2023-10-01,16:59,Cloudy
Mallory,extreme_activities,Hiking ,South Angela,2023-10-02,01:51,Snowy
Eve,home_activities,Sewing,Suttonton,2023-09-21,16:35,Windy
Mallory,extreme_activities,Stargazing,Colleenborough,2023-09-19,22:06,Cloudy
Charlie,sports_activities,Potluck Dinner,East Shannon,2023-09-20,21:36,Cloudy
Eve,home_activities,Chess ,Stewartfurt,2023-10-11,08:25,Rainy
Eve,home_activities,Potluck Dinner,Jameshaven,2023-10-01,01:59,Rainy
Jane,artistic_activities,Knitting,South Kimberlyburgh,2023-09-22,07:31,Sunny
Doe,night_activities,Hiking ,Banksborough,2023-10-01,10:22,Windy
Doe,night_activities,Potluck Dinner,Melissashire,2023-10-07,06:57,Cloudy
Eve,home_activities,Potluck Dinner,Alejandromouth,2023-10-11,04:29,Cloudy
Bob,water_activities,Potluck Dinner,New Angelamouth,2023-10-08,23:54,Cloudy
Eve,home_activities,Massage ,West Cody,2023-10-07,09:37,Sunny
John,physical_activities,Snowboarding,Smithchester,2023-09-18,15:22,Windy
Bob,water_activities,Snorkeling,Lake Heidi,2023-10-13,14:33,Cloudy
John,physical_activities,Meditation Retreat ,Smithfurt,2023-10-01,11:15,Windy
Doe,night_activities,Potluck Dinner,Curtisshire,2023-10-05,14:47,Cloudy
Charlie,sports_activities,Tennis,North Jonathanside,2023-10-10,10:31,Rainy
Jane,artistic_activities,Potluck Dinner,Janetville,2023-10-10,04:49,Windy
Bob,water_activities,Hiking ,Lake Patrickchester,2023-09-16,23:51,Windy
Bob,water_activities,Whale Watching,Port Jessicaville,2023-09-19,20:17,Sunny
Charlie,sports_activities,Movie Watching,Ricardomouth,2023-10-15,02:29,Rainy
Jane,artistic_activities,Book Club Participation,Annastad,2023-09-23,20:09,Rainy
Jane,artistic_activities,Walking the dog,Andrewsside,2023-09-20,00:56,Cloudy
Eve,home_activities,Potluck Dinner,Port Carloschester,2023-10-04,02:31,Windy
Doe,night_activities,Stargazing,Jennifermouth,2023-10-11,15:24,Cloudy
Charlie,sports_activities,Golfing,Richardborough,2023-09-20,16:27,Rainy
Alice,outdoor_activities,Shopping ,Port Jessicaview,2023-09-29,19:50,Cloudy
Jane,artistic_activities,Meditation Retreat ,Villegasland,2023-09-30,09:42,Cloudy
Bob,water_activities,Swimming,North Michaelburgh,2023-10-07,13:34,Snowy
Doe,night_activities,Walking the dog,Gouldton,2023-10-12,15:00,Rainy
Charlie,sports_activities,Stargazing,Briannachester,2023-09-29,23:09,Snowy
Jane,artistic_activities,Photography,Lake Shaun,2023-10-04,13:04,Snowy
Jane,artistic_activities,Theater Visit,Mcgeetown,2023-09-19,08:53,Sunny
John,physical_activities,Movie Watching,Jamesberg,2023-10-01,05:47,Cloudy
Jane,artistic_activities,Dance Class,South Anna,2023-10-15,06:11,Cloudy
John,physical_activities,Cycling,Rachelbury,2023-10-03,08:58,Snowy
Mallory,extreme_activities,Skiing ,East Nicholas,2023-09-27,15:29,Sunny
Alice,outdoor_activities,Potluck Dinner,Port Danielleborough,2023-09-17,05:17,Sunny
Alice,outdoor_activities,Antique Shopping,Stephanieberg,2023-10-06,08:46,Snowy
Mallory,extreme_activities,Kayaking,New Amyhaven,2023-10-06,16:38,Rainy
Mallory,extreme_activities,Walking the dog,East Jasonchester,2023-10-06,22:44,Snowy
Doe,night_activities,Stargazing,Thompsonborough,2023-09-27,23:48,Rainy
Doe,night_activities,Walking the dog,Piercefurt,2023-09-30,09:04,Cloudy
Mallory,extreme_activities,Movie Watching,Adamsstad,2023-09-18,23:58,Cloudy
Charlie,sports_activities,Rugby,South Ashlee,2023-10-13,09:51,Windy
Bob,water_activities,Hot Spring Bath,Smithstad,2023-10-05,18:31,Rainy
Doe,night_activities,Movie Watching,New Michaelland,2023-10-06,03:39,Snowy
Jane,artistic_activities,Singing ,East Cole,2023-10-12,10:08,Rainy
Mallory,extreme_activities,Walking the dog,West Terryborough,2023-09-18,05:29,Rainy
Charlie,sports_activities,Tennis,North Josephmouth,2023-10-01,18:22,Rainy
Bob,water_activities,Whale Watching,Washingtonbury,2023-09-18,06:03,Windy
Jane,artistic_activities,Writing,Patelberg,2023-09-19,07:45,Windy
Alice,outdoor_activities,Movie Watching,South Davidstad,2023-10-04,22:30,Rainy
Charlie,sports_activities,Potluck Dinner,Burchview,2023-09-18,00:44,Sunny
Jane,artistic_activities,Painting,Robertmouth,2023-09-27,14:16,Cloudy
John,physical_activities,Movie Watching,Fergusonstad,2023-10-07,05:45,Windy
John,physical_activities,Horse Riding ,South Williamstad,2023-10-14,08:30,Windy
Eve,home_activities,Hot Spring Bath,New Jamesport,2023-09-21,06:29,Snowy
Charlie,sports_activities,Fencing,New Andreburgh,2023-09-19,20:30,Snowy
Jane,artistic_activities,Hiking ,West David,2023-10-08,04:34,Windy
Bob,water_activities,Hiking ,New Jason,2023-10-09,21:07,Windy
John,physical_activities,Facial Treatment,Port Cynthiaside,2023-10-10,19:06,Sunny
Doe,night_activities,Hiking ,South Cynthia,2023-10-12,04:43,Rainy
Jane,artistic_activities,Walking the dog,Alvaradochester,2023-09-28,03:01,Sunny
Bob,water_activities,Potluck Dinner,Bryantville,2023-10-10,23:18,Snowy
Eve,home_activities,Potluck Dinner,North Mario,2023-09-30,21:09,Windy
Eve,home_activities,Walking the dog,Susanshire,2023-10-10,03:05,Snowy
Alice,outdoor_activities,Sunbathing ,Port Larryhaven,2023-09-24,08:14,Rainy
Bob,water_activities,Surfing,North Codyberg,2023-09-30,16:18,Cloudy
Alice,outdoor_activities,Stargazing,South Jamesport,2023-09-18,02:39,Windy
Mallory,extreme_activities,Walking the dog,South Josehaven,2023-09-25,03:19,Rainy
Mallory,extreme_activities,Archery,Carrollborough,2023-10-03,08:27,Windy
Doe,night_activities,Hiking ,Port Dawn,2023-10-01,12:11,Rainy
Eve,home_activities,Stargazing,Marksfort,2023-10-02,22:42,Sunny
Doe,night_activities,Hiking ,West Walterfort,2023-09-21,21:33,Rainy
Jane,artistic_activities,Hiking ,Smithport,2023-09-29,22:52,Sunny
Doe,night_activities,Walking the dog,Port Williamfort,2023-09-30,09:10,Snowy
Jane,artistic_activities,Potluck Dinner,New Laura,2023-09-25,00:44,Sunny
Bob,water_activities,Stargazing,Port Larry,2023-10-01,04:22,Windy
Eve,home_activities,Movie Watching,West Stevenview,2023-09-19,01:42,Snowy
Eve,home_activities,Stargazing,Lake Ryan,2023-09-21,04:13,Cloudy
Mallory,extreme_activities,Ice Skating,Lake Hannahport,2023-09-20,14:08,Snowy
Doe,night_activities,Potluck Dinner,Toddhaven,2023-10-04,04:30,Snowy
Jane,artistic_activities,Book Club Participation,South Daniel,2023-10-04,20:04,Snowy
Jane,artistic_activities,Hiking ,West Colleenborough,2023-10-10,03:35,Cloudy
John,physical_activities,Gym Workout,East Daniel,2023-10-07,19:28,Windy
Bob,water_activities,Stargazing,Owenland,2023-09-29,02:01,Sunny
Alice,outdoor_activities,Movie Watching,North Jeanettehaven,2023-09-22,00:55,Rainy
Jane,artistic_activities,Potluck Dinner,West Paulland,2023-09-26,04:02,Snowy
Alice,outdoor_activities,Bird Watching ,Riveraton,2023-09-23,16:12,Cloudy
Bob,water_activities,Walking the dog,Johnfort,2023-10-10,05:21,Cloudy
Mallory,extreme_activities,Surfing,New Connor,2023-09-26,09:19,Rainy
Alice,outdoor_activities,Fencing ,Judymouth,2023-10-14,20:23,Sunny
Mallory,extreme_activities,Skiing ,North Josephmouth,2023-10-10,20:26,Windy
Doe,night_activities,Stargazing,Davisburgh,2023-09-19,05:32,Windy
Bob,water_activities,Snorkeling,North Angela,2023-09-29,09:43,Windy
Mallory,extreme_activities,Snowboarding ,South Yolanda,2023-10-08,12:04,Sunny
John,physical_activities,Stargazing,Lisaside,2023-10-02,22:36,Sunny
John,physical_activities,Movie Watching,West Michaelborough,2023-10-13,21:47,Sunny
John,physical_activities,Movie Watching,Christopherfurt,2023-09-26,00:07,Sunny
Bob,water_activities,Canoeing,West John,2023-09-21,09:04,Rainy
Eve,home_activities,Potluck Dinner,Guzmanport,2023-10-14,22:19,Cloudy
Bob,water_activities,Potluck Dinner,South Juliahaven,2023-09-25,05:44,Rainy
Eve,home_activities,Sewing,Laurahaven,2023-10-11,14:56,Rainy
John,physical_activities,Basketball,Fostertown,2023-09-24,06:25,Cloudy
Alice,outdoor_activities,Barbecue,Lake William,2023-10-11,18:34,Snowy
Bob,water_activities,Swimming,Lake Cherylfort,2023-09-29,11:56,Windy
Alice,outdoor_activities,Hiking ,North Catherine,2023-10-14,00:25,Snowy
Charlie,sports_activities,Golfing,Luisfurt,2023-10-09,14:06,Windy
Eve,home_activities,Hiking ,Krististad,2023-09-18,02:36,Rainy
Doe,night_activities,Movie Watching,Mooreland,2023-09-29,01:08,Rainy
Bob,water_activities,Surfing,New Laurieside,2023-09-19,20:35,Windy
Alice,outdoor_activities,Walking the dog,Buckburgh,2023-10-07,23:01,Cloudy
Alice,outdoor_activities,Potluck Dinner,New Ronald,2023-10-10,04:13,Windy
John,physical_activities,Cycling,Loriport,2023-10-12,07:24,Sunny
Jane,artistic_activities,Tea Ceremony,Port Theresafort,2023-09-25,11:54,Windy
Charlie,sports_activities,Stargazing,Buckleybury,2023-10-13,04:53,Sunny
John,physical_activities,Ice Skating,New Patrickport,2023-10-09,13:19,Rainy
Alice,outdoor_activities,Sunbathing ,Brandonland,2023-10-05,07:39,Windy
Eve,home_activities,Potluck Dinner,Smithfort,2023-10-15,23:47,Windy
Charlie,sports_activities,Rafting,Ortizville,2023-09-20,06:05,Snowy
John,physical_activities,Movie Watching,Wadechester,2023-10-09,05:35,Sunny
John,physical_activities,Hair Salon Visit ,West Nicholasstad,2023-10-11,06:05,Cloudy
Jane,artistic_activities,Movie Watching,East Anthonyshire,2023-09-28,05:29,Cloudy
John,physical_activities,Running,West Shellybury,2023-10-01,17:21,Windy
Alice,outdoor_activities,Picnicking ,Matthewmouth,2023-10-06,13:41,Windy
Eve,home_activities,Movie Watching,Lake Jeffrey,2023-09-25,03:26,Sunny
John,physical_activities,Beach Volleyball,Lake Michelle,2023-09-29,06:16,Rainy
John,physical_activities,Basketball,Lake Michellefurt,2023-09-23,18:08,Sunny
Bob,water_activities,Canoeing,North Melissa,2023-09-29,12:17,Rainy
Eve,home_activities,Stargazing,Mccoyland,2023-10-07,22:50,Snowy
Alice,outdoor_activities,Camping ,South Kathrynfort,2023-10-08,13:30,Sunny
Alice,outdoor_activities,Beach Volleyball,Richardton,2023-09-29,11:17,Cloudy
Doe,night_activities,Stargazing,Emilyberg,2023-09-20,09:42,Sunny
Bob,water_activities,Swimming,New Craig,2023-09-21,18:41,Rainy
Charlie,sports_activities,Kite Flying,East Paige,2023-09-24,09:13,Cloudy
Jane,artistic_activities,Art Class,West Andre,2023-10-05,14:48,Snowy
Alice,outdoor_activities,Meditation Retreat ,West Barbara,2023-10-06,17:47,Sunny
Bob,water_activities,Potluck Dinner,Graystad,2023-09-30,03:00,Cloudy
Mallory,extreme_activities,Snowboarding ,Rubenstad,2023-10-10,14:53,Windy
Alice,outdoor_activities,Antique Shopping,Lake Terriborough,2023-09-17,06:16,Cloudy
Doe,night_activities,Movie Watching,Jacksonstad,2023-10-10,16:00,Sunny
Doe,night_activities,Hiking ,West Lawrencemouth,2023-09-22,22:23,Cloudy
Doe,night_activities,Walking the dog,South Maria,2023-09-21,11:50,Snowy
John,physical_activities,Soccer,Lake Danielle,2023-09-17,14:12,Windy
Eve,home_activities,Yoga ,East Michael,2023-10-13,12:14,Snowy
Mallory,extreme_activities,Movie Watching,Port Debra,2023-10-14,00:26,Cloudy
Alice,outdoor_activities,Stargazing,East Tyler,2023-09-27,01:55,Snowy
John,physical_activities,Walking the dog,Walkermouth,2023-09-22,02:23,Sunny
Bob,water_activities,Kayaking,West Bryanmouth,2023-10-07,20:00,Windy
Eve,home_activities,Board Games ,South Elizabethbury,2023-10-11,10:05,Sunny
Bob,water_activities,Walking the dog,West Douglasside,2023-10-11,04:43,Rainy
Charlie,sports_activities,Movie Watching,Laurafort,2023-09-29,04:58,Snowy
Charlie,sports_activities,Bowling,Barnettville,2023-09-21,14:57,Cloudy
Doe,night_activities,Hiking ,Joshuaborough,2023-09-16,14:19,Snowy
Bob,water_activities,Stargazing,West Robert,2023-10-15,02:44,Snowy
John,physical_activities,Movie Watching,South Jessicaburgh,2023-09-20,02:06,Snowy
Mallory,extreme_activities,Archery,South Crystal,2023-10-01,11:57,Windy
John,physical_activities,Tennis,Laraport,2023-10-14,16:47,Snowy
Bob,water_activities,Hiking ,Port Ryan,2023-10-08,04:17,Rainy
Charlie,sports_activities,Rugby,East Joseph,2023-10-14,08:46,Sunny
Doe,night_activities,Movie Watching,West Maryshire,2023-10-11,13:48,Sunny
Alice,outdoor_activities,Stargazing,West Amanda,2023-10-15,03:12,Windy
Jane,artistic_activities,Wine Tasting,Port Kellybury,2023-10-14,18:22,Windy
Mallory,extreme_activities,Snowboarding ,Lake Jessechester,2023-10-14,12:17,Sunny
Bob,water_activities,Movie Watching,New Kelly,2023-09-25,04:11,Sunny
Eve,home_activities,Movie Watching,Port Melissa,2023-10-09,21:25,Sunny
Alice,outdoor_activities,Kite Flying,New Jamesmouth,2023-10-12,16:09,Rainy
Doe,night_activities,Walking the dog,West Lanceport,2023-09-30,15:25,Cloudy
Eve,home_activities,Dancing ,New Elizabeth,2023-09-16,09:47,Windy
Eve,home_activities,Movie Watching,Silvaville,2023-10-13,22:36,Windy
Alice,outdoor_activities,Charity Work ,Lake Erikshire,2023-10-14,13:10,Rainy
Charlie,sports_activities,Bowling,Lake Courtney,2023-09-21,06:43,Windy
Mallory,extreme_activities,Scuba Diving ,Sarahberg,2023-09-30,11:21,Rainy
Alice,outdoor_activities,Shopping ,Laurenbury,2023-10-05,19:06,Cloudy
Bob,water_activities,Scuba Diving ,West Daisychester,2023-09-20,19:10,Rainy
Eve,home_activities,Meditation ,Port Mark,2023-10-12,09:11,Snowy
Charlie,sports_activities,Stargazing,South Zacharystad,2023-09-19,03:32,Windy
Doe,night_activities,Hiking ,Amberhaven,2023-10-11,02:09,Rainy
Charlie,sports_activities,Gym Workout ,South Luis,2023-09-23,19:03,Windy
Jane,artistic_activities,Movie Watching,West Aaronfort,2023-10-08,14:04,Cloudy
Bob,water_activities,Surfing,Belltown,2023-10-03,17:24,Sunny
Alice,outdoor_activities,Sightseeing ,Dakotaburgh,2023-09-20,06:13,Snowy
Mallory,extreme_activities,Skiing ,Michelleberg,2023-09-22,18:23,Rainy
Alice,outdoor_activities,Sightseeing ,North Jenniferberg,2023-10-12,15:51,Rainy
Eve,home_activities,Movie Watching,Stephenstad,2023-10-08,05:04,Snowy
Doe,night_activities,Movie Watching,North Mason,2023-10-07,23:23,Cloudy
Bob,water_activities,Walking the dog,Mclaughlintown,2023-10-13,01:07,Snowy
Alice,outdoor_activities,Volunteering Activities ,Lake Angela,2023-10-08,13:03,Snowy
Jane,artistic_activities,Writing,North Vernonstad,2023-10-02,09:01,Cloudy
Alice,outdoor_activities,Antique Shopping,Robinsonbury,2023-09-21,10:15,Snowy
Bob,water_activities,Stargazing,East Mark,2023-10-14,22:14,Sunny
Jane,artistic_activities,Comedy Show Attendance,South Anthony,2023-09-25,13:56,Rainy
John,physical_activities,Horseback Riding,Andrewchester,2023-10-05,09:19,Cloudy
John,physical_activities,Hiking,Port Sarah,2023-10-07,12:28,Rainy
Doe,night_activities,Potluck Dinner,Patrickport,2023-09-18,08:42,Rainy
Bob,water_activities,Snorkeling,Blackland,2023-10-07,14:44,Sunny
Doe,night_activities,Walking the dog,Hernandezport,2023-09-18,17:41,Windy
